800 1000 100 300 25 25000
734	467	300	833	21919	23595
56	683	445	713	21986	22412
416	812	386	824	21993	22127
496	532	99	956	22048	22970
700	123	650	627	22069	22989
673	871	682	822	22175	22290
253	706	698	330	22175	23962
296	47	137	570	22183	23150
264	906	722	289	22325	23566
223	406	165	869	22383	23597
47	726	5	42	22465	24939
532	820	600	311	22519	23278
614	915	467	258	22780	23941
310	667	619	598	22833	24007
291	444	88	53	22862	23808
310	10	183	153	22991	23751
104	452	295	268	23203	24477
460	585	320	715	23246	23518
462	543	333	827	23266	23929
584	384	416	309	23305	23636
787	556	533	18	23346	24893
317	679	306	903	23546	24305
335	910	672	443	23564	24999
424	969	700	870	23612	24299
266	66	30	370	23621	24333
759	628	584	714	23842	24583
127	253	521	295	24005	24851
505	566	462	286	24060	24865
332	100	322	292	24411	24709
473	815	21	810	24428	24959
191	916	425	839	24432	24833
528	267	653	319	24444	24925
379	411	648	412	24453	24952
