800 1000 100 300 25 25000 0 0
54	709	389	839	11603	12878	763	12115	133
766	849	142	568	12736	13809	1615	12194	134
187	940	705	485	12443	13461	1127	12334	135
621	39	399	117	12206	13006	660	12346	136
287	484	750	436	12176	13120	771	12349	137
561	555	125	269	11932	13489	1116	12373	138
481	80	378	665	10777	13072	561	12511	139
461	731	626	680	12980	13727	1192	12535	140
426	564	793	337	12562	13647	990	12657	141
463	972	343	532	13263	14196	1435	12761	142
524	323	593	202	13004	13612	847	12765	143
258	224	155	726	11556	13248	482	12766	144
790	935	686	121	12617	14630	1725	12905	145
319	195	128	970	11013	13484	514	12970	146
170	942	236	754	13359	14226	1112	13114	147
210	150	387	12	12646	13491	360	13131	148
188	405	689	968	11576	13755	593	13162	149
118	755	666	938	11562	14039	873	13166	150
715	879	347	44	11544	14794	1594	13200	151
274	742	563	848	13790	14236	1016	13220	152
689	105	539	684	12475	14107	794	13313	153
593	508	380	466	13853	14535	1101	13434	154
253	282	343	514	13544	13989	535	13454	155
176	758	638	250	12027	14412	934	13478	156
47	173	657	151	12476	13716	220	13496	157
687	641	161	802	13581	14830	1328	13502	158
686	808	640	37	12952	15278	1494	13784	159
368	900	100	744	13935	15080	1268	13812	160
62	406	534	169	12669	14289	468	13821	161
357	20	505	713	12905	14204	377	13827	162
618	558	373	771	14644	15166	1176	13990	163
311	37	382	460	13163	14513	348	14165	164
337	820	59	115	14104	15327	1157	14170	165
74	501	41	936	13169	14788	575	14213	166
234	186	599	472	13261	14763	420	14343	167
474	470	791	895	13658	15396	944	14452	168
442	623	797	305	14755	15537	1065	14472	169
426	438	603	886	13336	15449	864	14585	170
500	484	326	286	14589	15685	984	14701	171
144	703	519	468	13832	15642	847	14795	172
765	854	558	344	15115	16592	1619	14973	173
525	464	476	849	15084	16161	989	15172	174
264	491	445	767	14518	16078	755	15323	175
641	663	50	392	14356	16679	1304	15375	176
98	353	477	757	14323	15842	451	15391	177
667	211	519	12	15402	16367	878	15489	178
495	283	214	702	15754	16472	778	15694	179
382	819	524	475	16592	17089	1201	15888	180
753	836	51	812	16253	17539	1589	15950	181
290	20	274	198	15643	16268	310	15958	182
506	215	254	27	15739	16744	721	16023	183
497	303	398	239	16330	16838	800	16038	184
292	766	393	28	15583	17315	1058	16257	185
511	975	61	830	16361	17811	1486	16325	186
402	665	534	695	17202	17416	1067	16349	187
611	950	405	339	15963	17940	1561	16379	188
400	136	569	558	15534	16941	536	16405	189
700	775	180	863	16395	18092	1475	16617	190
681	206	756	220	17523	17742	887	16855	191
588	216	166	751	15964	17696	804	16892	192
547	716	490	315	17725	18263	1263	17000	193
102	526	653	936	15482	17709	628	17081	194
81	653	220	317	16913	17823	734	17089	195
434	910	764	227	17238	18466	1344	17122	196
111	316	88	590	17142	17676	427	17249	197
148	374	546	448	16900	17773	522	17251	198
677	424	140	795	17379	18358	1101	17257	199
237	432	151	805	16506	17940	669	17271	200
757	681	714	387	18373	18879	1438	17441	201
345	370	559	458	17768	18276	715	17561	202
493	783	48	358	16842	18899	1276	17623	203
732	600	101	985	15613	19024	1332	17692	204
6	455	131	145	17131	18161	461	17700	205
637	404	390	535	18038	18766	1041	17725	206
323	264	567	428	17801	18318	587	17731	207
277	50	126	571	17390	18095	327	17768	208
552	276	610	72	18433	18943	828	18115	209
635	475	512	992	18217	19244	1110	18134	210
266	303	201	251	18699	18915	569	18346	211
768	283	770	992	18656	19419	1051	18368	212
348	7	232	841	16171	18759	355	18404	213
471	167	741	819	16795	19208	638	18570	214
182	183	600	283	18134	18995	365	18630	215
261	817	781	455	17031	19919	1078	18841	216
774	580	750	449	19730	20195	1354	18841	217
648	494	602	487	20154	20301	1142	19159	218
188	447	264	678	18764	19808	635	19173	219
584	827	235	406	17966	20618	1411	19207	220
248	313	16	861	19026	19938	561	19377	221
582	50	560	74	19931	20019	632	19387	222
125	217	373	584	18068	19897	342	19555	223
238	612	138	28	19493	20431	850	19581	224
194	336	445	462	18980	20119	530	19589	225
154	461	673	430	18289	20212	615	19597	226
64	691	542	750	19184	20394	755	19639	227
255	715	625	28	17210	20620	970	19650	228
449	270	634	260	20096	20380	719	19661	229
606	724	154	616	20196	21068	1330	19738	230
495	147	33	768	17861	20391	642	19749	231
635	751	53	218	18963	21150	1386	19764	232
654	147	732	939	19037	20634	801	19833	233
638	730	598	46	18829	21212	1368	19844	234
544	27	50	758	18105	20470	571	19899	235
400	309	6	829	19651	20630	709	19921	236
385	37	394	416	19327	20364	422	19942	237
189	610	630	71	18380	20760	799	19961	238
480	43	392	959	18758	20533	523	20010	239
761	85	111	567	18517	21011	846	20165	240
649	946	515	598	21159	21894	1595	20299	241
110	606	565	611	19681	21028	716	20312	242
171	247	177	833	20010	20869	418	20451	243
534	379	563	43	20940	21378	913	20465	244
73	801	159	839	21238	21389	874	20515	245
720	37	449	146	20416	21364	757	20607	246
235	572	442	955	19618	21544	807	20737	247
673	871	682	822	22175	22290	1544	20746	248
34	371	662	736	17910	21172	405	20767	249
216	217	681	811	18975	21243	433	20810	250
432	268	46	910	20167	21514	700	20814	251
77	359	235	3	20099	21294	436	20858	252
416	812	386	824	21993	22127	1228	20899	253
203	822	547	269	20606	22043	1025	21018	254
405	734	181	765	21645	22247	1139	21108	255
275	87	499	257	20394	21549	362	21187	256
291	207	569	278	21342	21845	498	21347	257
378	775	546	379	21476	22505	1153	21352	258
224	842	511	752	21285	22475	1066	21409	259
200	3	212	615	19915	21624	203	21421	260
245	963	300	523	21132	22726	1208	21518	261
625	46	444	685	19799	22222	671	21551	262
265	761	98	375	21876	22583	1026	21557	263
587	566	259	987	21754	22785	1153	21632	264
56	683	445	713	21986	22412	739	21673	265
532	820	600	311	22519	23278	1352	21926	266
496	532	99	956	22048	22970	1028	21942	267
700	123	650	627	22069	22989	823	22166	268
365	480	606	828	21894	23213	845	22368	269
734	467	300	833	21919	23595	1201	22394	270
264	906	722	289	22325	23566	1170	22396	271
614	915	467	258	22780	23941	1529	22412	272
460	585	320	715	23246	23518	1045	22473	273
584	384	416	309	23305	23636	968	22668	274
212	48	83	988	20656	22952	260	22692	275
296	47	137	570	22183	23150	343	22807	276
324	207	432	878	21551	23406	531	22875	277
424	969	700	870	23612	24299	1393	22906	278
462	543	333	827	23266	23929	1005	22924	279
583	59	384	785	21677	23582	642	22940	280
223	406	165	869	22383	23597	629	22968	281
253	706	698	330	22175	23962	959	23003	282
310	667	619	598	22833	24007	977	23030	283
291	444	88	53	22862	23808	735	23073	284
759	628	584	714	23842	24583	1387	23196	285
155	104	256	845	20747	23566	259	23307	286
317	679	306	903	23546	24305	996	23309	287
310	10	183	153	22991	23751	320	23431	288
787	556	533	18	23346	24893	1343	23550	289
473	815	21	810	24428	24959	1288	23671	290
191	916	425	839	24432	24833	1107	23726	291
335	910	672	443	23564	24999	1245	23754	292
505	566	462	286	24060	24865	1071	23794	293
104	452	295	268	23203	24477	556	23921	294
266	66	30	370	23621	24333	332	24001	295
528	267	653	319	24444	24925	795	24130	296
379	411	648	412	24453	24952	790	24162	297
47	726	5	42	22465	24939	773	24166	298
332	100	322	292	24411	24709	432	24277	299
127	253	521	295	24005	24851	380	24471	300
