1225	811	2	838	114	4103	2036	2067
435	1455	757	1923	2998	4023	1890	2133
763	1000	1423	384	999	3898	1763	2135
945	914	627	529	1904	4032	1859	2173
184	877	1037	844	1153	3248	1061	2187
1363	1157	486	470	1685	4724	2520	2204
994	1712	1331	1379	110	4918	2706	2212
223	398	104	748	2304	2857	621	2236
703	574	511	638	2578	3552	1277	2275
904	190	691	529	989	3404	1094	2310
922	1355	1309	1983	161	4606	2277	2329
1363	946	1323	307	2142	4682	2309	2373
1420	1934	39	1924	4264	5745	3354	2391
772	1439	291	1600	2833	4613	2211	2402
751	1150	46	1992	1032	4317	1901	2416
1278	1038	379	1308	211	4744	2316	2428
172	1328	65	62	1404	3931	1500	2431
122	837	35	60	61	3456	959	2497
1218	810	989	540	244	4543	2028	2515
1438	881	1112	819	1675	4845	2319	2526
643	936	516	781	1903	4121	1579	2542
1222	1948	407	1341	3290	5802	3170	2632
178	662	671	704	2726	3475	840	2635
665	304	776	1260	1416	3616	969	2647
1022	1270	1140	1848	1130	4969	2292	2677
803	873	761	1861	3336	4372	1676	2696
295	519	853	585	575	3539	814	2725
96	502	258	1397	2096	3347	598	2749
438	1051	486	265	2291	4262	1489	2773
609	503	86	167	2767	3921	1112	2809
875	1910	1446	1110	2776	5658	2785	2873
834	1270	1340	803	2739	5002	2104	2898
390	841	575	908	3100	4130	1231	2899
1286	1557	1476	273	2050	5776	2843	2933
1465	1466	1096	246	3066	5884	2931	2953
970	707	907	412	3719	4729	1677	3052
743	186	760	1626	1352	4078	929	3149
907	499	669	126	1089	4556	1406	3150
341	1458	760	242	3244	4949	1799	3150
876	1597	1252	1286	3688	5627	2473	3154
472	1626	1267	907	929	5262	2098	3164
808	575	813	1025	3457	4555	1383	3172
348	434	755	1760	1873	3967	782	3185
979	1539	227	1287	1366	5729	2518	3211
1034	576	980	1944	2931	4866	1610	3256
937	66	1123	287	2136	4260	1003	3257
511	139	657	902	725	3935	650	3285
894	1617	132	1532	269	5817	2511	3306
867	1964	307	1400	3274	6150	2831	3319
1379	221	1078	376	1347	4926	1600	3326
689	1099	490	1490	3140	5123	1788	3335
878	779	848	224	2595	5021	1657	3364
864	1672	161	1894	3137	5999	2536	3463
946	1167	190	1412	4494	5618	2113	3505
194	1629	193	1226	3427	5334	1823	3511
829	1389	1048	967	5045	5756	2218	3538
1063	1231	528	819	3207	5865	2294	3571
647	863	807	879	4680	5110	1510	3600
487	38	695	64	3685	4140	525	3615
259	931	1202	1853	1135	4937	1190	3747
143	67	871	366	477	3989	210	3779
605	616	1378	831	1201	5005	1221	3784
979	1071	667	35	3646	5866	2050	3816
621	1547	1137	131	476	6015	2168	3847
1200	785	609	762	1528	5845	1985	3860
953	327	1492	92	1083	5141	1280	3861
397	890	400	1091	3413	5193	1287	3906
511	1502	543	1290	4599	5922	2013	3909
965	564	684	973	1386	5440	1529	3911
202	1890	159	1326	1622	6009	2092	3917
314	600	1099	1442	1963	4866	914	3952
502	512	355	845	1534	4993	1014	3979
362	1110	287	1304	5174	5510	1472	4038
497	995	767	1435	215	5530	1492	4038
1091	1304	241	1449	2836	6445	2395	4050
332	1100	1122	1292	3047	5483	1432	4051
906	1249	171	1966	2703	6261	2155	4106
559	1141	1051	1197	2663	5851	1700	4151
1088	1528	832	1999	2431	6813	2616	4197
1025	907	842	39	220	6188	1932	4256
802	1293	1309	1134	5178	6394	2095	4299
567	344	455	94	3335	5237	911	4326
632	1394	858	1729	2596	6383	2026	4357
847	374	303	298	610	5649	1221	4428
1329	903	361	624	4202	6680	2232	4448
122	825	1456	1675	161	5402	947	4455
535	1046	1060	1111	3826	6062	1581	4481
1292	546	1320	336	4628	6321	1838	4483
1165	1374	376	1825	1024	7051	2539	4512
170	1254	121	998	3306	5942	1424	4518
1096	1244	551	1746	630	6861	2340	4521
60	1036	746	906	1683	5625	1096	4529
78	811	730	1765	2773	5420	889	4531
702	1908	714	1021	5591	7160	2610	4550
120	1312	144	1168	5744	6013	1432	4581
413	1186	140	1114	4892	6188	1599	4589
618	1764	204	462	1587	6974	2382	4592
144	1750	923	1803	4416	6493	1894	4599
423	1831	471	1561	5137	6860	2254	4606
104	1315	730	514	1378	6031	1419	4612
282	294	33	271	3245	5222	576	4646
58	863	697	962	3547	5585	921	4664
533	1146	684	170	3554	6343	1679	4664
957	277	696	240	3884	5911	1234	4677
903	1268	68	666	4592	6872	2171	4701
233	1354	966	1621	3048	6297	1587	4710
689	884	905	1676	1228	6307	1573	4734
1364	1950	1057	1279	3804	8071	3314	4757
807	1240	61	891	1089	6809	2047	4762
228	1785	368	478	2698	6775	2013	4762
235	1136	404	1138	5600	6133	1371	4762
683	1585	1060	1240	5065	7057	2268	4789
262	792	425	714	3838	5845	1054	4791
694	549	384	1244	275	6049	1243	4806
610	1095	900	308	2402	6571	1705	4866
1438	98	1072	1424	894	6406	1536	4870
259	111	686	786	3879	5248	370	4878
1364	1973	735	245	3279	8317	3337	4980
426	1185	470	1739	3568	6600	1611	4989
524	314	927	517	4035	5828	838	4990
708	1360	117	1665	4348	7077	2068	5009
1422	1328	1227	280	4175	7818	2750	5068
1323	228	297	528	2557	6656	1551	5105
832	793	1089	1261	5853	6735	1625	5110
490	1991	605	1524	6885	7600	2481	5119
318	1419	862	1774	2031	6876	1737	5139
233	1981	765	1707	1874	7395	2214	5181
111	316	488	590	494	5657	427	5230
1468	1179	679	132	5147	7882	2647	5235
640	1809	1108	170	2344	7703	2449	5254
1017	756	732	552	3868	7040	1773	5267
1328	1663	1216	359	3195	8266	2991	5275
1218	1505	390	1352	612	8007	2723	5284
696	1437	425	1009	3986	7459	2133	5326
530	997	248	850	4119	6864	1527	5337
631	1337	260	1739	6386	7308	1968	5340
1016	1422	1076	757	3146	7797	2438	5359
899	1285	562	632	498	7591	2184	5407
1349	897	138	1846	741	7695	2246	5449
1312	1954	908	920	537	8719	3266	5453
1164	811	636	1050	2843	7448	1975	5473
365	1066	520	566	3495	6932	1431	5501
275	415	1239	723	416	6206	690	5516
561	440	710	494	6244	6518	1001	5517
788	104	1325	144	3350	6491	892	5599
101	595	1215	1014	1252	6297	696	5601
1116	1006	1153	1778	3332	7764	2122	5642
1105	1330	1079	419	1964	8079	2435	5644
1269	446	1451	893	1880	7368	1715	5653
914	1529	677	1316	6696	8131	2443	5688
996	1877	1477	387	4511	8578	2873	5705
475	1719	894	1855	5670	7911	2194	5717
358	1822	615	1166	4499	7906	2180	5726
785	202	1093	1377	1262	6741	987	5754
1336	1031	1354	1578	6739	8131	2367	5764
1046	1772	1497	416	3383	8648	2818	5830
959	1149	535	1345	3909	7943	2108	5835
1298	1223	1313	347	4653	8365	2521	5844
247	1277	1477	1465	902	7369	1524	5845
849	175	864	555	5023	6947	1024	5923
310	1164	714	1887	499	7411	1474	5937
362	1539	578	1864	5852	7852	1901	5951
345	1947	1236	1245	5916	8259	2292	5967
813	485	1040	1029	3354	7276	1298	5978
1457	144	490	443	6114	7615	1601	6014
569	1008	1033	914	6099	7597	1577	6020
318	15	683	1700	2391	6398	333	6065
828	1275	701	888	4152	8177	2103	6074
295	351	194	1061	5467	6725	646	6079
353	1953	795	1571	1684	8402	2306	6096
675	1128	661	1408	5448	7901	1803	6098
695	1271	703	1961	5604	8129	1966	6163
1165	1854	658	344	2831	9194	3019	6175
12	207	11	430	5899	6408	219	6189
1198	413	588	1431	3528	7812	1611	6201
1223	743	361	850	4809	8179	1966	6213
1439	393	1170	939	3320	8059	1832	6227
1470	293	669	232	2104	7992	1763	6229
886	1279	200	34	5791	8411	2165	6246
270	1658	1305	1647	6292	8175	1928	6247
1183	105	1237	1546	4920	7568	1288	6280
1451	1789	622	1486	5751	9534	3240	6294
189	168	1389	1941	1584	6670	357	6313
396	1969	818	1605	7890	8687	2365	6322
1325	704	652	1120	5115	8369	2029	6340
946	1168	800	728	6440	8475	2114	6361
385	475	630	723	6353	7226	860	6366
1348	1366	1398	445	1566	9139	2714	6425
15	572	997	99	5353	7019	587	6432
612	1177	196	915	6055	8222	1789	6433
631	1270	825	315	1226	8347	1901	6446
9	1002	1019	1476	912	7463	1011	6452
51	815	1191	1797	4148	7378	866	6512
674	96	97	281	3866	7285	770	6515
532	1928	1008	1626	6942	9004	2460	6544
812	312	265	855	207	7669	1124	6545
477	685	431	904	6009	7713	1162	6551
496	863	1073	819	6071	7914	1359	6555
759	1445	1330	1447	8186	8774	2204	6570
1036	1997	849	935	7726	9676	3033	6643
593	860	342	368	3222	8119	1453	6666
1021	519	1432	1140	4675	8255	1540	6715
1485	1127	980	111	7142	9337	2612	6725
1029	1728	516	680	3639	9490	2757	6733
705	1295	606	281	6686	8738	2000	6738
1447	1182	1182	1525	8052	9370	2629	6741
1079	1673	1405	772	4456	9522	2752	6770
917	1468	104	626	5936	9158	2385	6773
526	43	321	632	955	7381	569	6812
1272	420	895	148	7814	8512	1692	6820
1003	1700	744	41	1107	9530	2703	6827
185	1553	199	562	1830	8584	1738	6846
450	671	1409	1234	150	8008	1121	6887
482	833	665	203	5996	8204	1315	6889
687	1399	320	898	7415	9012	2086	6926
516	378	152	645	2924	7822	894	6928
758	681	256	871	7720	8437	1439	6998
156	849	917	839	3931	8018	1005	7013
769	1492	552	1561	8902	9300	2261	7039
52	1945	278	406	6980	9041	1997	7044
954	1212	203	1171	3168	9219	2166	7053
633	432	663	882	5438	8154	1065	7089
384	613	140	613	6397	8117	997	7120
914	1403	156	977	4669	9465	2317	7148
957	1665	1192	839	1775	9776	2622	7154
939	332	875	384	8050	8433	1271	7162
1292	1771	1381	109	6016	10244	3063	7181
1325	1377	1036	1895	3941	9895	2702	7193
880	297	988	1204	6022	8388	1177	7211
53	706	198	1330	7091	8016	759	7257
1170	1155	676	609	375	9647	2325	7322
1087	644	149	327	5886	9059	1731	7328
934	1994	1128	1639	6625	10298	2928	7370
0	1900	353	1830	7926	9279	1900	7379
785	294	1150	591	3603	8507	1079	7428
465	660	541	543	6830	8556	1125	7431
40	852	526	914	7444	8348	892	7456
823	1204	1230	343	8102	9499	2027	7472
759	848	254	1350	6676	9115	1607	7508
885	4	589	1118	4999	8401	889	7512
874	84	164	1500	1979	8472	958	7514
696	537	560	1936	1179	8751	1233	7518
620	1895	834	387	1240	10039	2515	7524
661	1702	1331	945	6818	9888	2363	7525
479	668	280	118	4330	8685	1147	7538
681	1551	843	1660	9260	9797	2232	7565
441	605	300	610	7548	8617	1046	7571
621	1486	1002	934	2506	9692	2107	7585
1079	496	819	1044	4564	9245	1575	7670
1168	682	97	1176	1398	9520	1850	7670
358	1711	757	843	3067	9739	2069	7670
1098	621	937	324	8322	9425	1719	7706
1190	1698	155	953	4113	10609	2888	7721
348	537	232	648	7010	8608	885	7723
1498	244	445	1779	196	9474	1742	7732
438	1283	102	693	6380	9474	1721	7753
572	559	816	11	4869	8885	1131	7754
1230	1677	1466	1023	5850	10665	2907	7758
559	488	118	807	5773	8811	1047	7764
1074	1531	1314	15	7215	10381	2605	7776
833	1338	1497	1199	7071	9963	2171	7792
858	447	858	1366	5985	9098	1305	7793
95	1694	1244	947	7368	9618	1789	7829
1383	560	1221	370	7699	9775	1943	7832
723	1275	921	2	4075	9831	1998	7833
863	437	1126	1355	91	9155	1300	7855
372	960	638	1270	6967	9270	1332	7938
1058	1358	573	1264	5920	10360	2416	7944
149	523	1330	1027	630	8623	672	7951
1035	697	1181	1223	7627	9684	1732	7952
791	1674	463	1605	7465	10446	2465	7981
780	338	706	1975	342	9126	1118	8008
742	1946	1376	446	936	10704	2688	8016
1197	1986	918	1408	7764	11260	3183	8077
774	1580	1050	1449	7516	10434	2354	8080
196	1208	663	1932	7004	9501	1404	8097
338	903	144	216	1752	9360	1241	8119
422	738	382	409	8221	9282	1160	8122
364	1052	1335	313	5351	9539	1416	8123
1390	1030	500	63	5391	10545	2420	8125
338	1690	187	1384	9437	10169	2028	8141
375	696	1113	471	5987	9230	1071	8159
1380	490	1415	338	8790	10036	1870	8166
206	745	1281	357	269	9132	951	8181
862	1600	285	1033	5505	10662	2462	8200
488	1010	1241	263	363	9709	1498	8211
1297	1749	863	698	5978	11273	3046	8227
717	1220	629	1237	10022	10165	1937	8228
966	1306	1434	1291	7692	10545	2272	8273
886	233	389	214	7965	9413	1119	8294
1019	421	493	1603	2598	9773	1440	8333
395	1939	130	1716	10039	10667	2334	8333
650	952	1077	1219	5816	9936	1602	8334
870	1080	872	260	6864	10344	1950	8394
568	1837	1352	244	7551	10808	2405	8403
95	362	1302	1472	5608	8862	457	8405
1262	795	556	687	9344	10468	2057	8411
542	422	610	0	6678	9446	964	8482
583	1940	1086	1606	7048	11005	2523	8482
94	72	809	998	3828	8653	166	8487
1355	1304	1055	717	5709	11147	2659	8488
1170	1943	1365	1430	6492	11619	3113	8506
926	637	1058	470	7672	10081	1563	8518
1464	1450	1196	1278	7581	11466	2914	8552
627	1942	1128	1006	9618	11134	2569	8565
1320	1312	1004	417	2592	11203	2632	8571
103	890	690	1234	6525	9567	993	8574
613	916	641	42	6091	10126	1529	8597
296	1590	941	1058	8548	10491	1886	8605
831	153	1201	836	876	9589	984	8605
1482	672	1401	1903	6649	10774	2154	8620
219	1306	861	1589	7664	10187	1525	8662
1419	1037	1358	1791	5798	11123	2456	8667
329	768	1322	1556	3426	9769	1097	8672
260	378	987	243	5891	9313	638	8675
337	164	1080	528	507	9188	501	8687
1069	187	1287	357	8187	9953	1256	8697
876	70	752	882	6581	9666	946	8720
182	1942	229	1401	9202	10852	2124	8728
280	1526	910	1741	4339	10541	1806	8735
568	1863	1234	1627	9598	11179	2431	8748
962	1857	1351	1060	6365	11567	2819	8748
301	877	1108	699	4100	9947	1178	8769
672	559	1282	1649	569	10002	1231	8771
1338	524	91	714	3300	10652	1862	8790
915	94	377	664	7085	9802	1009	8793
797	1834	315	1552	7552	11442	2631	8811
1476	1407	1083	100	3692	11699	2883	8816
730	1993	1198	492	7798	11542	2723	8819
417	1707	1472	810	734	10972	2124	8848
1021	514	37	826	5131	10396	1535	8861
649	1649	468	686	3175	11162	2298	8864
1167	1883	105	1830	8948	11934	3050	8884
559	1572	977	1626	9360	11022	2131	8891
1178	1271	1415	1192	9600	11345	2449	8896
473	754	658	246	7953	10137	1227	8910
1400	1739	463	1623	10922	12054	3139	8915
254	509	582	728	5448	9690	763	8927
385	173	745	486	8643	9491	558	8933
820	874	962	1240	8990	10639	1694	8945
986	708	1307	878	8875	10708	1694	9014
571	830	1218	1666	4231	10424	1401	9023
925	1291	1398	1585	7034	11266	2216	9050
1173	1064	1359	403	10034	11295	2237	9058
37	246	277	1573	4010	9360	283	9077
565	1836	1455	1604	4908	11486	2401	9085
114	309	335	592	5388	9520	423	9097
1093	68	78	1053	2623	10281	1161	9120
448	1956	1292	1383	8800	11563	2404	9159
1087	1204	1493	625	10063	11459	2291	9168
1349	1586	874	1073	5052	12135	2935	9200
1020	925	1059	1744	7363	11211	1945	9266
658	1705	899	891	3284	11658	2363	9295
1151	648	1039	1305	5827	11106	1799	9307
556	253	975	1557	1549	10133	809	9324
93	1301	720	608	4258	10723	1394	9329
1035	685	1163	784	10223	11062	1720	9342
270	1332	577	890	9046	10951	1602	9349
30	578	1204	696	5726	9959	608	9351
765	656	376	1005	4473	10780	1421	9359
510	760	994	1018	6178	10631	1270	9361
556	1328	821	1866	5836	11304	1884	9420
461	1453	55	688	4605	11351	1914	9437
964	1481	283	1935	6910	11905	2445	9460
639	375	1302	705	6780	10549	1014	9535
664	577	26	1170	9195	10794	1241	9553
380	1043	992	1959	3425	10977	1423	9554
855	1448	1477	757	4727	11871	2303	9568
519	1351	1352	1350	5738	11443	1870	9573
1235	1191	779	663	6727	12000	2426	9574
777	699	344	1045	6605	11060	1476	9584
1067	1721	853	1296	9530	12383	2788	9595
722	1260	643	1088	11133	11608	1982	9626
1327	367	1286	1119	6262	11338	1694	9644
709	1298	446	1103	10712	11651	2007	9644
921	989	1454	1439	2748	11577	1910	9667
60	289	1008	232	7726	10017	349	9668
1454	211	1327	917	9074	11347	1665	9682
965	1024	375	1814	4790	11686	1989	9697
885	1480	116	1099	9669	12076	2365	9711
447	443	1012	1778	4131	10602	890	9712
1170	1278	517	966	5904	12164	2448	9716
1275	1075	1289	583	11580	12099	2350	9749
1177	1432	801	490	1201	12379	2609	9770
1376	1242	1210	7	10011	12405	2618	9787
902	1493	862	1127	9832	12189	2395	9794
481	1859	1092	1130	9828	12140	2340	9800
1230	466	743	554	8045	11518	1696	9822
1070	1647	1089	1541	11943	12543	2717	9826
653	387	553	1609	2161	10907	1040	9867
287	832	812	370	8950	11010	1119	9891
5	1922	338	197	3580	11828	1927	9901
1037	1220	880	1324	11840	12183	2257	9926
585	1055	576	901	11302	11578	1640	9938
117	459	954	1289	3706	10530	576	9954
1211	210	1440	506	8418	11435	1421	10014
158	1711	1009	1570	8975	11896	1869	10027
211	1235	951	1045	5244	11553	1446	10107
1410	648	1059	894	10311	12177	2058	10119
298	702	49	1023	7514	11120	1000	10120
728	1476	133	761	9240	12349	2204	10145
1456	844	582	1348	5363	12475	2300	10175
35	1685	1191	758	7125	11907	1720	10187
968	1014	433	1498	4694	12182	1982	10200
1264	1334	793	1048	7479	12809	2598	10211
22	581	290	626	8330	10863	603	10260
1441	1019	866	1568	8814	12745	2460	10285
319	1578	1421	116	7530	12186	1897	10289
1457	1831	1203	613	10129	13584	3288	10296
1407	1504	915	503	7867	13254	2911	10343
492	910	398	1850	9025	11746	1402	10344
1044	1288	726	594	6425	12695	2332	10363
925	1923	46	1813	10390	13233	2848	10385
18	1358	766	629	3485	11791	1376	10415
10	1168	1292	1535	1837	11595	1178	10417
831	864	505	1814	10217	12115	1695	10420
1244	929	626	299	9117	12596	2173	10423
1128	891	1298	247	5919	12450	2019	10431
41	1233	1020	1611	3809	11705	1274	10431
197	1182	1297	1767	4269	11811	1379	10432
1133	985	525	908	8273	12550	2118	10432
367	35	412	939	9021	10859	402	10457
1058	1611	1010	36	11492	13144	2669	10475
940	1610	440	361	2202	13025	2550	10475
828	1043	559	1764	6056	12346	1871	10475
719	1679	561	280	253	12884	2398	10486
1304	858	881	47	10772	12663	2162	10501
715	398	1463	1243	3804	11637	1113	10524
372	1723	679	1990	7705	12643	2095	10548
1002	1569	91	1355	4585	13128	2571	10557
966	736	197	634	7600	12268	1702	10566
849	1123	532	1294	8742	12546	1972	10574
245	938	367	508	7471	11783	1183	10600
734	737	972	965	8025	12077	1471	10606
1259	285	1301	1728	9418	12185	1544	10641
692	1671	1494	273	3622	13021	2363	10658
764	1879	599	270	11132	13311	2643	10668
532	1923	462	1208	11920	13135	2455	10680
320	276	953	679	8431	11288	596	10692
259	859	400	1654	5503	11837	1118	10719
970	1845	185	310	4144	13542	2815	10727
262	447	509	185	10091	11472	709	10763
1357	333	1076	818	7466	12470	1690	10780
469	1916	1403	907	2497	13170	2385	10785
728	1600	1118	1060	11475	13123	2328	10795
763	1819	1155	1606	10365	13437	2582	10855
560	1138	185	664	7884	12557	1698	10859
839	1291	1189	613	10985	13000	2130	10870
222	127	666	872	1810	11227	349	10878
839	19	912	620	8874	11752	858	10894
1249	1038	373	1720	1245	13221	2287	10934
289	105	1139	1684	3059	11331	394	10937
371	1714	268	1639	12805	13028	2085	10943
704	9	1382	1059	3161	11661	713	10948
623	10	501	1136	6364	11586	633	10953
1061	1533	157	1017	10826	13583	2594	10989
348	614	165	808	10710	11973	962	11011
414	213	151	1524	6717	11674	627	11047
720	1842	434	1960	13153	13613	2562	11051
356	1944	769	1920	10639	13364	2300	11064
841	166	1277	989	5621	12098	1007	11091
285	582	1291	699	2590	11979	867	11112
1007	95	1199	485	8526	12233	1102	11131
1284	223	312	725	6331	12649	1507	11142
329	699	1182	1510	10500	12171	1028	11143
270	735	911	935	10120	12149	1005	11144
65	1433	413	1527	9410	12674	1498	11176
1213	378	1337	1312	11416	12771	1591	11180
399	875	229	1227	11153	12462	1274	11188
811	1136	899	580	9016	13151	1947	11204
683	356	71	398	9220	12249	1039	11210
366	1355	946	658	8346	12957	1721	11236
1351	1148	889	1449	9602	13747	2499	11248
805	1237	1049	1465	11370	13300	2042	11258
195	505	270	1869	7906	11961	700	11261
368	900	800	744	8814	12564	1268	11296
440	420	1428	1133	5694	12160	860	11300
962	406	1434	169	8545	12676	1368	11308
506	447	1068	537	9817	12267	953	11314
963	447	854	1257	8300	12726	1410	11316
1405	1078	1339	713	12015	13826	2483	11343
1065	514	860	817	10429	12930	1579	11351
575	1904	920	1799	11747	13858	2479	11379
713	41	1374	209	5947	12166	754	11412
474	965	886	1223	7352	12869	1439	11430
1132	590	203	126	8211	13236	1722	11514
1445	1371	79	931	5686	14334	2816	11518
1162	771	476	528	11864	13482	1933	11549
1332	233	1223	1788	2632	13138	1565	11573
1293	13	951	596	8506	12903	1306	11597
1203	1367	525	1340	10021	14181	2570	11611
30	1214	20	510	11415	12862	1244	11618
1121	812	1054	794	13229	13556	1933	11623
611	606	629	1077	9866	12844	1217	11627
1053	801	934	962	11072	13539	1854	11685
982	697	987	61	8447	13376	1679	11697
108	165	817	475	8465	11971	273	11698
308	1458	363	327	10735	13468	1766	11702
1313	1505	757	1253	8377	14559	2818	11741
828	1874	1117	455	480	14450	2702	11748
1189	945	947	1064	11083	13886	2134	11752
226	758	529	1778	8308	12748	984	11764
809	990	986	1386	12803	13574	1799	11775
1227	1960	1183	1158	8281	14977	3187	11790
415	1918	1081	1451	12919	14135	2333	11802
89	1051	389	1989	4528	12953	1140	11813
1051	1700	918	788	8582	14573	2751	11822
1375	498	1102	515	13193	13706	1873	11833
97	1634	191	759	9632	13602	1731	11871
978	983	629	959	11500	13845	1961	11884
390	1224	1155	1012	8059	13529	1614	11915
943	1055	1115	165	11929	13936	1998	11938
794	1336	1245	1462	11972	14073	2130	11943
873	1639	1156	1363	11972	14483	2512	11971
1233	267	1485	1699	6688	13497	1500	11997
505	1744	217	807	12494	14278	2249	12029
77	1529	796	1747	8100	13661	1606	12055
597	976	136	1905	7176	13632	1573	12059
609	1837	202	1250	11476	14507	2446	12061
89	1444	929	1979	1826	13599	1533	12066
1174	1122	1410	1923	11494	14370	2296	12074
185	1149	1096	1461	7596	13435	1334	12101
332	184	1249	895	3830	12648	516	12132
1010	1097	270	1606	7396	14250	2107	12143
1365	864	749	1292	8423	14390	2229	12161
647	1442	220	501	7275	14279	2089	12190
968	1316	1455	1481	10138	14497	2284	12213
37	1815	1333	1159	11832	14069	1852	12217
1061	1397	839	1367	14380	14680	2458	12222
69	1339	142	1411	12664	13637	1408	12229
169	828	454	1782	7967	13231	997	12234
1287	510	21	1190	9666	14037	1797	12240
621	575	566	186	11720	13446	1196	12250
432	139	606	1319	4257	12839	571	12268
967	447	1248	1414	4988	13687	1414	12273
153	1079	576	264	12142	13526	1232	12294
1367	243	298	363	10845	13908	1610	12298
732	1168	1496	1302	6816	14203	1900	12303
403	1215	624	107	10369	13930	1618	12312
226	1422	1439	315	4231	13966	1648	12318
1008	735	907	636	13217	14109	1743	12366
264	190	219	865	11535	12841	454	12387
356	850	683	1326	11254	13598	1206	12392
36	851	41	653	11738	13287	887	12400
905	74	610	1269	3568	13393	979	12414
731	1251	701	571	10797	14416	1982	12434
400	27	638	1226	3822	12893	427	12466
808	1982	731	845	12928	15277	2790	12487
1173	327	1196	597	12126	13987	1500	12487
265	224	802	228	10234	12980	489	12491
878	1354	86	45	7107	14758	2232	12526
1039	73	1125	219	12516	13663	1112	12551
1314	952	936	1839	7692	14836	2266	12570
678	1155	1388	1965	9799	14457	1833	12624
318	917	360	923	13572	13865	1235	12630
575	652	1411	1046	4077	13861	1227	12634
533	1418	1406	1035	12624	14588	1951	12637
1399	1660	1318	35	13282	15738	3059	12679
1454	1439	1446	434	14486	15583	2893	12690
1374	1151	541	1315	7672	15238	2525	12713
542	1379	183	1336	12768	14650	1921	12729
1487	217	449	227	9056	14446	1704	12742
1368	439	8	1515	2354	14574	1807	12767
850	789	42	935	10353	14410	1639	12771
536	734	926	1796	9582	14041	1270	12771
1390	1695	288	238	12075	15888	3085	12803
70	1168	62	982	12758	14073	1238	12835
1156	549	131	1356	2788	14548	1705	12843
1094	1935	1160	1096	11756	15900	3029	12871
901	126	621	1734	10726	13907	1027	12880
3	193	1349	279	10320	13079	196	12883
666	1360	1446	1515	8843	14957	2026	12931
977	74	996	229	13612	13986	1051	12935
1216	274	1187	308	14063	14437	1490	12947
543	412	433	1492	3340	13913	955	12958
157	909	1127	411	5783	14033	1066	12967
1042	858	823	1518	11102	14889	1900	12989
336	19	443	517	9471	13351	355	12996
995	148	876	1981	9653	14142	1143	12999
66	1090	1038	182	9705	14162	1156	13006
893	1788	1224	1777	14982	15697	2681	13016
1412	141	780	1818	4012	14629	1553	13076
850	1243	199	1667	13299	15193	2093	13100
574	1957	410	1878	14343	15637	2531	13106
885	847	962	1725	9193	14850	1732	13118
127	693	647	706	11690	13947	820	13127
46	428	213	564	12701	13612	474	13138
1282	452	558	1952	8907	14899	1734	13165
25	744	250	1444	6043	13965	769	13196
545	99	529	1285	11746	13874	644	13230
850	970	1320	1373	11212	15065	1820	13245
900	775	1380	1863	3965	14929	1675	13254
884	1404	1491	638	9658	15550	2288	13262
1078	220	654	1467	3844	14569	1298	13271
411	482	922	993	12114	14170	893	13277
1157	1158	907	571	9019	15593	2315	13278
388	538	190	1862	2204	14221	926	13295
1183	469	659	686	8385	14957	1652	13305
1248	1255	457	1913	5401	15808	2503	13305
439	907	2	1278	9429	14657	1346	13311
454	1461	873	430	3125	15232	1915	13317
836	1135	797	905	14714	15307	1971	13336
526	1011	138	1733	8359	14877	1537	13340
1242	433	198	364	5917	15016	1675	13341
228	1977	1260	1966	9397	15552	2205	13347
